intersection_id,tollgate_id,time_window,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,avg_travel_time
"B","1","2016-09-03 02:00:00,2016-09-03 02:20:00","1002.5000","1007.4000","85.0000","0.9000","26.8000","68.0000","0.0000","90.31"
"B","1","2016-09-03 04:20:00,2016-09-03 04:40:00","1002.3000","1007.1000","112.0000","3.4000","32.7000","37.0000","0.0000","88.57"
"B","1","2016-09-03 05:00:00,2016-09-03 05:20:00","1002.3000","1007.1000","112.0000","3.4000","32.7000","37.0000","0.0000","93.06"
"B","1","2016-09-03 05:40:00,2016-09-03 06:00:00","1002.3000","1007.1000","112.0000","3.4000","32.7000","37.0000","0.0000","109.19"
"B","1","2016-09-03 06:20:00,2016-09-03 06:40:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","107.34"
"B","1","2016-09-03 06:40:00,2016-09-03 07:00:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","72.09"
"B","1","2016-09-03 07:00:00,2016-09-03 07:20:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","121.44"
"B","1","2016-09-03 07:20:00,2016-09-03 07:40:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","109.97"
"B","1","2016-09-03 07:40:00,2016-09-03 08:00:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","101.89"
"B","1","2016-09-03 08:00:00,2016-09-03 08:20:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","184.1"
"B","1","2016-09-03 08:20:00,2016-09-03 08:40:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","114.69"
"B","1","2016-09-03 08:40:00,2016-09-03 09:00:00","1001.6000","1006.4000","104.0000","3.4000","33.8000","26.0000","0.0000","103.88"
"B","1","2016-09-03 09:00:00,2016-09-03 09:20:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","86.67"
"B","1","2016-09-03 09:20:00,2016-09-03 09:40:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","142.37"
"B","1","2016-09-03 10:00:00,2016-09-03 10:20:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","133.3"
"B","1","2016-09-03 10:20:00,2016-09-03 10:40:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","177.23"
"B","1","2016-09-03 11:20:00,2016-09-03 11:40:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","100.54"
"B","1","2016-09-03 11:40:00,2016-09-03 12:00:00","1001.7000","1006.6000","93.0000","2.0000","32.7000","25.0000","0.0000","97.18"
"B","1","2016-09-03 12:20:00,2016-09-03 12:40:00","1003.2000","1008.1000","97.0000","2.3000","29.4000","42.0000","0.0000","82.02"
"B","1","2016-09-03 13:40:00,2016-09-03 14:00:00","1003.2000","1008.1000","97.0000","2.3000","29.4000","42.0000","0.0000","112.02"
"B","1","2016-09-03 14:00:00,2016-09-03 14:20:00","1003.2000","1008.1000","97.0000","2.3000","29.4000","42.0000","0.0000","116.59"
"B","1","2016-09-03 14:20:00,2016-09-03 14:40:00","1003.2000","1008.1000","97.0000","2.3000","29.4000","42.0000","0.0000","109.72"
"B","1","2016-09-03 14:40:00,2016-09-03 15:00:00","1003.2000","1008.1000","97.0000","2.3000","29.4000","42.0000","0.0000","125.63"
"B","1","2016-09-03 15:00:00,2016-09-03 15:20:00","1004.2000","1009.0000","108.0000","2.0000","26.7000","60.0000","0.0000","94.69"
"B","1","2016-09-03 15:20:00,2016-09-03 15:40:00","1004.2000","1009.0000","108.0000","2.0000","26.7000","60.0000","0.0000","84.61"
"B","1","2016-09-03 16:00:00,2016-09-03 16:20:00","1004.2000","1009.0000","108.0000","2.0000","26.7000","60.0000","0.0000","141.57"
"B","1","2016-09-03 16:20:00,2016-09-03 16:40:00","1004.2000","1009.0000","108.0000","2.0000","26.7000","60.0000","0.0000","61.86"
"B","1","2016-09-03 18:20:00,2016-09-03 18:40:00","1004.2000","1009.0000","50.0000","1.8000","24.5000","82.0000","0.0000","104.61"
"B","1","2016-09-03 18:40:00,2016-09-03 19:00:00","1004.2000","1009.0000","50.0000","1.8000","24.5000","82.0000","0.0000","101.28"
"B","1","2016-09-03 19:00:00,2016-09-03 19:20:00","1004.2000","1009.0000","50.0000","1.8000","24.5000","82.0000","0.0000","103.76"
"B","1","2016-09-03 20:20:00,2016-09-03 20:40:00","1004.2000","1009.0000","50.0000","1.8000","24.5000","82.0000","0.0000","86.0"
"B","1","2016-09-03 21:20:00,2016-09-03 21:40:00","1004.3000","1009.2000","97.0000","1.2000","23.5000","90.0000","0.0000","94.39"
"B","1","2016-09-03 22:00:00,2016-09-03 22:20:00","1004.3000","1009.2000","97.0000","1.2000","23.5000","90.0000","0.0000","93.46"
"B","1","2016-09-04 06:40:00,2016-09-04 07:00:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","129.46"
"B","1","2016-09-04 07:00:00,2016-09-04 07:20:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","124.88"
"B","1","2016-09-04 07:20:00,2016-09-04 07:40:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","94.84"
"B","1","2016-09-04 08:00:00,2016-09-04 08:20:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","104.87"
"B","1","2016-09-04 08:20:00,2016-09-04 08:40:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","93.6"
"B","1","2016-09-04 08:40:00,2016-09-04 09:00:00","1003.9000","1008.8000","86.0000","2.9000","31.4000","52.0000","0.0000","88.32"
"B","1","2016-09-04 09:20:00,2016-09-04 09:40:00","1004.4000","1009.3000","113.0000","2.2000","28.5000","74.0000","0.0000","116.86"
"B","1","2016-09-04 09:40:00,2016-09-04 10:00:00","1004.4000","1009.3000","113.0000","2.2000","28.5000","74.0000","0.0000","125.19"
"B","1","2016-09-04 10:20:00,2016-09-04 10:40:00","1004.4000","1009.3000","113.0000","2.2000","28.5000","74.0000","0.0000","99.28"
"B","1","2016-09-04 11:40:00,2016-09-04 12:00:00","1004.4000","1009.3000","113.0000","2.2000","28.5000","74.0000","0.0000","93.4"
"B","1","2016-09-04 12:00:00,2016-09-04 12:20:00","1005.4000","1010.3000","93.0000","4.1000","27.7000","75.0000","0.0000","116.56"
"B","1","2016-09-04 12:20:00,2016-09-04 12:40:00","1005.4000","1010.3000","93.0000","4.1000","27.7000","75.0000","0.0000","100.24"
"B","1","2016-09-04 13:40:00,2016-09-04 14:00:00","1005.4000","1010.3000","93.0000","4.1000","27.7000","75.0000","0.0000","76.35"
"B","1","2016-09-04 14:00:00,2016-09-04 14:20:00","1005.4000","1010.3000","93.0000","4.1000","27.7000","75.0000","0.0000","110.62"
"B","1","2016-09-04 14:20:00,2016-09-04 14:40:00","1005.4000","1010.3000","93.0000","4.1000","27.7000","75.0000","0.0000","76.97"
"B","1","2016-09-04 15:00:00,2016-09-04 15:20:00","1005.5000","1010.4000","146.0000","1.8000","26.5000","77.0000","0.0000","116.02"
"B","1","2016-09-04 16:20:00,2016-09-04 16:40:00","1005.5000","1010.4000","146.0000","1.8000","26.5000","77.0000","0.0000","111.21"
"B","1","2016-09-04 18:00:00,2016-09-04 18:20:00","1004.7000","1009.6000","67.0000","1.5000","26.2000","77.0000","0.0000","130.16"
"B","1","2016-09-04 20:00:00,2016-09-04 20:20:00","1004.7000","1009.6000","67.0000","1.5000","26.2000","77.0000","0.0000","113.56"
"B","1","2016-09-04 23:00:00,2016-09-04 23:20:00","1005.4000","1010.3000","42.0000","2.1000","26.1000","77.0000","0.0000","122.96"
"B","1","2016-09-05 02:00:00,2016-09-05 02:20:00","1006.7000","1011.6000","82.0000","2.3000","27.0000","80.0000","0.0000","170.15"
"B","1","2016-09-05 05:00:00,2016-09-05 05:20:00","1006.7000","1011.6000","94.0000","3.4000","28.9000","70.0000","0.0000","90.63"
"B","1","2016-09-05 06:40:00,2016-09-05 07:00:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","185.47"
"B","1","2016-09-05 07:00:00,2016-09-05 07:20:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","98.2"
"B","1","2016-09-05 07:20:00,2016-09-05 07:40:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","81.77"
"B","1","2016-09-05 08:00:00,2016-09-05 08:20:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","86.96"
"B","1","2016-09-05 08:20:00,2016-09-05 08:40:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","75.32"
"B","1","2016-09-05 08:40:00,2016-09-05 09:00:00","1005.1000","1010.0000","98.0000","3.2000","30.4000","57.0000","0.0000","115.1"
"B","1","2016-09-05 09:00:00,2016-09-05 09:20:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","97.38"
"B","1","2016-09-05 09:20:00,2016-09-05 09:40:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","93.48"
"B","1","2016-09-05 09:40:00,2016-09-05 10:00:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","83.84"
"B","1","2016-09-05 10:00:00,2016-09-05 10:20:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","109.24"
"B","1","2016-09-05 10:20:00,2016-09-05 10:40:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","81.12"
"B","1","2016-09-05 10:40:00,2016-09-05 11:00:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","84.81"
"B","1","2016-09-05 11:00:00,2016-09-05 11:20:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","86.97"
"B","1","2016-09-05 11:20:00,2016-09-05 11:40:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","160.64"
"B","1","2016-09-05 11:40:00,2016-09-05 12:00:00","1005.0000","1009.9000","65.0000","2.4000","29.4000","61.0000","0.0000","68.25"
"B","1","2016-09-05 12:00:00,2016-09-05 12:20:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","144.56"
"B","1","2016-09-05 12:20:00,2016-09-05 12:40:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","102.98"
"B","1","2016-09-05 12:40:00,2016-09-05 13:00:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","96.91"
"B","1","2016-09-05 13:00:00,2016-09-05 13:20:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","72.91"
"B","1","2016-09-05 13:20:00,2016-09-05 13:40:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","85.78"
"B","1","2016-09-05 13:40:00,2016-09-05 14:00:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","95.81"
"B","1","2016-09-05 14:00:00,2016-09-05 14:20:00","1005.7000","1010.6000","112.0000","3.0000","27.8000","68.0000","0.0000","105.81"
"B","1","2016-09-05 15:00:00,2016-09-05 15:20:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","100.41"
"B","1","2016-09-05 15:20:00,2016-09-05 15:40:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","80.72"
"B","1","2016-09-05 15:40:00,2016-09-05 16:00:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","109.88"
"B","1","2016-09-05 16:00:00,2016-09-05 16:20:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","89.67"
"B","1","2016-09-05 16:20:00,2016-09-05 16:40:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","93.67"
"B","1","2016-09-05 17:40:00,2016-09-05 18:00:00","1005.4000","1010.3000","94.0000","0.9000","27.0000","77.0000","0.0000","80.81"
"B","1","2016-09-05 18:00:00,2016-09-05 18:20:00","1005.2000","1010.1000","67.0000","1.6000","26.7000","85.0000","0.0000","76.31"
"B","1","2016-09-05 18:40:00,2016-09-05 19:00:00","1005.2000","1010.1000","67.0000","1.6000","26.7000","85.0000","0.0000","129.42"
"B","1","2016-09-05 19:00:00,2016-09-05 19:20:00","1005.2000","1010.1000","67.0000","1.6000","26.7000","85.0000","0.0000","122.85"
"B","1","2016-09-05 21:00:00,2016-09-05 21:20:00","1004.6000","1009.5000","351.0000","0.8000","25.2000","96.0000","0.4000","120.09"
"B","1","2016-09-05 21:40:00,2016-09-05 22:00:00","1004.6000","1009.5000","351.0000","0.8000","25.2000","96.0000","0.4000","122.47"
"B","1","2016-09-06 03:00:00,2016-09-06 03:20:00","1006.4000","1011.3000","342.0000","2.3000","25.7000","65.0000","0.0000","116.22"
"B","1","2016-09-06 06:20:00,2016-09-06 06:40:00","1005.2000","1010.1000","9.0000","4.2000","25.0000","70.0000","0.0000","74.3"
"B","1","2016-09-06 06:40:00,2016-09-06 07:00:00","1005.2000","1010.1000","9.0000","4.2000","25.0000","70.0000","0.0000","213.82"
"B","1","2016-09-06 07:00:00,2016-09-06 07:20:00","1005.2000","1010.1000","9.0000","4.2000","25.0000","70.0000","0.0000","133.79"
"B","1","2016-09-06 08:20:00,2016-09-06 08:40:00","1005.2000","1010.1000","9.0000","4.2000","25.0000","70.0000","0.0000","76.85"
"B","1","2016-09-06 08:40:00,2016-09-06 09:00:00","1005.2000","1010.1000","9.0000","4.2000","25.0000","70.0000","0.0000","76.77"
"B","1","2016-09-06 09:20:00,2016-09-06 09:40:00","1004.3000","1009.2000","340.0000","2.1000","24.2000","77.0000","0.0000","109.13"
"B","1","2016-09-06 10:00:00,2016-09-06 10:20:00","1004.3000","1009.2000","340.0000","2.1000","24.2000","77.0000","0.0000","97.3"
"B","1","2016-09-06 11:00:00,2016-09-06 11:20:00","1004.3000","1009.2000","340.0000","2.1000","24.2000","77.0000","0.0000","127.3"
"B","1","2016-09-06 11:40:00,2016-09-06 12:00:00","1004.3000","1009.2000","340.0000","2.1000","24.2000","77.0000","0.0000","113.38"
"B","1","2016-09-06 12:20:00,2016-09-06 12:40:00","1004.7000","1009.6000","328.0000","2.0000","22.4000","86.0000","0.0000","87.26"
"B","1","2016-09-06 13:20:00,2016-09-06 13:40:00","1004.7000","1009.6000","328.0000","2.0000","22.4000","86.0000","0.0000","69.42"
"B","1","2016-09-06 14:00:00,2016-09-06 14:20:00","1004.7000","1009.6000","328.0000","2.0000","22.4000","86.0000","0.0000","103.07"
"B","1","2016-09-06 14:20:00,2016-09-06 14:40:00","1004.7000","1009.6000","328.0000","2.0000","22.4000","86.0000","0.0000","110.49"
"B","1","2016-09-06 15:00:00,2016-09-06 15:20:00","1004.1000","1009.0000","302.0000","2.5000","21.6000","92.0000","0.0000","69.16"
"B","1","2016-09-06 15:20:00,2016-09-06 15:40:00","1004.1000","1009.0000","302.0000","2.5000","21.6000","92.0000","0.0000","118.18"
"B","1","2016-09-06 16:40:00,2016-09-06 17:00:00","1004.1000","1009.0000","302.0000","2.5000","21.6000","92.0000","0.0000","120.62"
"B","1","2016-09-06 17:00:00,2016-09-06 17:20:00","1004.1000","1009.0000","302.0000","2.5000","21.6000","92.0000","0.0000","96.19"
"B","1","2016-09-06 17:40:00,2016-09-06 18:00:00","1004.1000","1009.0000","302.0000","2.5000","21.6000","92.0000","0.0000","116.73"
"B","1","2016-09-06 18:00:00,2016-09-06 18:20:00","1003.0000","1007.9000","342.0000","2.9000","21.1000","95.0000","0.3000","114.07"
"B","1","2016-09-06 19:00:00,2016-09-06 19:20:00","1003.0000","1007.9000","342.0000","2.9000","21.1000","95.0000","0.3000","149.03"
"B","1","2016-09-06 20:40:00,2016-09-06 21:00:00","1003.0000","1007.9000","342.0000","2.9000","21.1000","95.0000","0.3000","104.33"
"B","1","2016-09-06 21:00:00,2016-09-06 21:20:00","1003.0000","1008.0000","33.0000","2.9000","20.5000","94.0000","0.2000","112.29"
"B","1","2016-09-06 21:40:00,2016-09-06 22:00:00","1003.0000","1008.0000","33.0000","2.9000","20.5000","94.0000","0.2000","82.86"
"B","1","2016-09-06 22:20:00,2016-09-06 22:40:00","1003.0000","1008.0000","33.0000","2.9000","20.5000","94.0000","0.2000","103.27"
"B","1","2016-09-07 00:00:00,2016-09-07 00:20:00","1004.1000","1009.1000","5.0000","2.0000","19.9000","96.0000","0.3000","106.28"
"B","1","2016-09-07 00:20:00,2016-09-07 00:40:00","1004.1000","1009.1000","5.0000","2.0000","19.9000","96.0000","0.3000","177.84"
"B","1","2016-09-07 01:00:00,2016-09-07 01:20:00","1004.1000","1009.1000","5.0000","2.0000","19.9000","96.0000","0.3000","111.2"
"B","1","2016-09-07 03:00:00,2016-09-07 03:20:00","1004.5000","1009.5000","53.0000","1.3000","21.3000","89.0000","0.2000","126.66"
"B","1","2016-09-07 04:20:00,2016-09-07 04:40:00","1004.5000","1009.5000","53.0000","1.3000","21.3000","89.0000","0.2000","106.12"
"B","1","2016-09-07 05:00:00,2016-09-07 05:20:00","1004.5000","1009.5000","53.0000","1.3000","21.3000","89.0000","0.2000","103.67"
"B","1","2016-09-07 05:20:00,2016-09-07 05:40:00","1004.5000","1009.5000","53.0000","1.3000","21.3000","89.0000","0.2000","85.22"
"B","1","2016-09-07 06:40:00,2016-09-07 07:00:00","1003.3000","1008.3000","335.0000","2.1000","23.0000","83.0000","0.0000","86.8"
"B","1","2016-09-07 07:00:00,2016-09-07 07:20:00","1003.3000","1008.3000","335.0000","2.1000","23.0000","83.0000","0.0000","149.18"
"B","1","2016-09-07 07:20:00,2016-09-07 07:40:00","1003.3000","1008.3000","335.0000","2.1000","23.0000","83.0000","0.0000","117.18"
"B","1","2016-09-07 07:40:00,2016-09-07 08:00:00","1003.3000","1008.3000","335.0000","2.1000","23.0000","83.0000","0.0000","141.32"
"B","1","2016-09-07 08:00:00,2016-09-07 08:20:00","1003.3000","1008.3000","335.0000","2.1000","23.0000","83.0000","0.0000","101.48"
"B","1","2016-09-07 09:00:00,2016-09-07 09:20:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","117.06"
"B","1","2016-09-07 09:20:00,2016-09-07 09:40:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","236.39"
"B","1","2016-09-07 09:40:00,2016-09-07 10:00:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","106.54"
"B","1","2016-09-07 10:00:00,2016-09-07 10:20:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","122.6"
"B","1","2016-09-07 10:20:00,2016-09-07 10:40:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","186.16"
"B","1","2016-09-07 11:00:00,2016-09-07 11:20:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","121.47"
"B","1","2016-09-07 11:20:00,2016-09-07 11:40:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","127.96"
"B","1","2016-09-07 11:40:00,2016-09-07 12:00:00","1003.5000","1008.5000","240.0000","0.9000","23.0000","85.0000","0.0000","113.36"
"B","1","2016-09-07 12:00:00,2016-09-07 12:20:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","74.52"
"B","1","2016-09-07 12:20:00,2016-09-07 12:40:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","131.47"
"B","1","2016-09-07 13:00:00,2016-09-07 13:20:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","132.3"
"B","1","2016-09-07 13:20:00,2016-09-07 13:40:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","110.54"
"B","1","2016-09-07 13:40:00,2016-09-07 14:00:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","94.44"
"B","1","2016-09-07 14:00:00,2016-09-07 14:20:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","123.16"
"B","1","2016-09-07 14:20:00,2016-09-07 14:40:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","116.94"
"B","1","2016-09-07 14:40:00,2016-09-07 15:00:00","1004.6000","1009.6000","104.0000","1.8000","22.5000","88.0000","0.0000","112.08"
"B","1","2016-09-07 15:20:00,2016-09-07 15:40:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","98.77"
"B","1","2016-09-07 15:40:00,2016-09-07 16:00:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","131.53"
"B","1","2016-09-07 16:00:00,2016-09-07 16:20:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","114.81"
"B","1","2016-09-07 16:20:00,2016-09-07 16:40:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","89.46"
"B","1","2016-09-07 17:00:00,2016-09-07 17:20:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","103.19"
"B","1","2016-09-07 17:20:00,2016-09-07 17:40:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","100.47"
"B","1","2016-09-07 17:40:00,2016-09-07 18:00:00","1004.5000","1009.5000","223.0000","1.0000","21.2000","94.0000","0.0000","125.75"
"B","1","2016-09-07 18:00:00,2016-09-07 18:20:00","1004.0000","1009.0000","5.0000","0.8000","21.5000","94.0000","0.0000","116.96"
"B","1","2016-09-07 19:00:00,2016-09-07 19:20:00","1004.0000","1009.0000","5.0000","0.8000","21.5000","94.0000","0.0000","115.9"
"B","1","2016-09-07 19:20:00,2016-09-07 19:40:00","1004.0000","1009.0000","5.0000","0.8000","21.5000","94.0000","0.0000","148.89"
"B","1","2016-09-07 19:40:00,2016-09-07 20:00:00","1004.0000","1009.0000","5.0000","0.8000","21.5000","94.0000","0.0000","122.17"
"B","1","2016-09-07 20:20:00,2016-09-07 20:40:00","1004.0000","1009.0000","5.0000","0.8000","21.5000","94.0000","0.0000","94.27"
"B","1","2016-09-07 21:20:00,2016-09-07 21:40:00","1004.8000","1009.8000","231.0000","2.3000","20.8000","96.0000","0.0000","139.87"
"B","1","2016-09-08 03:20:00,2016-09-08 03:40:00","1005.1000","1010.0000","195.0000","2.0000","25.9000","72.0000","0.0000","108.18"
"B","1","2016-09-08 06:00:00,2016-09-08 06:20:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","75.29"
"B","1","2016-09-08 06:20:00,2016-09-08 06:40:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","89.91"
"B","1","2016-09-08 06:40:00,2016-09-08 07:00:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","100.97"
"B","1","2016-09-08 07:00:00,2016-09-08 07:20:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","97.55"
"B","1","2016-09-08 07:20:00,2016-09-08 07:40:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","114.37"
"B","1","2016-09-08 07:40:00,2016-09-08 08:00:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","124.76"
"B","1","2016-09-08 08:00:00,2016-09-08 08:20:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","103.01"
"B","1","2016-09-08 08:20:00,2016-09-08 08:40:00","1004.4000","1009.3000","138.0000","2.0000","28.7000","56.0000","0.0000","127.22"
"B","1","2016-09-08 09:00:00,2016-09-08 09:20:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","100.98"
"B","1","2016-09-08 09:20:00,2016-09-08 09:40:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","404.44"
"B","1","2016-09-08 09:40:00,2016-09-08 10:00:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","122.06"
"B","1","2016-09-08 10:20:00,2016-09-08 10:40:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","122.12"
"B","1","2016-09-08 10:40:00,2016-09-08 11:00:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","78.56"
"B","1","2016-09-08 11:00:00,2016-09-08 11:20:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","95.22"
"B","1","2016-09-08 11:20:00,2016-09-08 11:40:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","141.54"
"B","1","2016-09-08 11:40:00,2016-09-08 12:00:00","1004.3000","1009.2000","125.0000","2.1000","28.9000","59.0000","0.0000","107.59"
"B","1","2016-09-08 12:00:00,2016-09-08 12:20:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","111.53"
"B","1","2016-09-08 12:20:00,2016-09-08 12:40:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","121.87"
"B","1","2016-09-08 12:40:00,2016-09-08 13:00:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","106.49"
"B","1","2016-09-08 13:00:00,2016-09-08 13:20:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","120.16"
"B","1","2016-09-08 13:20:00,2016-09-08 13:40:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","129.12"
"B","1","2016-09-08 13:40:00,2016-09-08 14:00:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","128.16"
"B","1","2016-09-08 14:00:00,2016-09-08 14:20:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","134.33"
"B","1","2016-09-08 14:20:00,2016-09-08 14:40:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","111.9"
"B","1","2016-09-08 14:40:00,2016-09-08 15:00:00","1005.5000","1010.4000","87.0000","1.1000","25.9000","63.0000","0.0000","142.07"
"B","1","2016-09-08 15:00:00,2016-09-08 15:20:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","115.58"
"B","1","2016-09-08 15:20:00,2016-09-08 15:40:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","131.46"
"B","1","2016-09-08 15:40:00,2016-09-08 16:00:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","180.05"
"B","1","2016-09-08 16:00:00,2016-09-08 16:20:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","111.49"
"B","1","2016-09-08 16:20:00,2016-09-08 16:40:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","118.83"
"B","1","2016-09-08 17:00:00,2016-09-08 17:20:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","113.81"
"B","1","2016-09-08 17:20:00,2016-09-08 17:40:00","1005.7000","1010.6000","192.0000","1.1000","23.9000","81.0000","0.0000","181.42"
"B","1","2016-09-08 18:00:00,2016-09-08 18:20:00","1005.4000","1010.3000","350.0000","1.6000","22.6000","85.0000","0.0000","453.24"
"B","1","2016-09-08 18:20:00,2016-09-08 18:40:00","1005.4000","1010.3000","350.0000","1.6000","22.6000","85.0000","0.0000","168.03"
"B","1","2016-09-08 18:40:00,2016-09-08 19:00:00","1005.4000","1010.3000","350.0000","1.6000","22.6000","85.0000","0.0000","295.39"
